ac_no,ac_name,district,region,reservation,is_reserved,winner_party_2021,margin_pct_polled_2021,turnout_pct_2021,total_electors_2021,votes_polled_2021,valid_votes_2021,tmc_pct_2021,bjp_pct_2021,left_inc_pct_2021,other_pct_2021,winner_pct_2021,winner_party_2026,margin_pct_polled_2026,turnout_pct_2026,total_electors_2026,votes_polled_2026,valid_votes_2026,tmc_pct_2026,bjp_pct_2026,left_inc_pct_2026,other_pct_2026,winner_pct_2026,swing_tmc,swing_bjp,tmc_lead_2021,tmc_lead_2026,roll_change_pct,turnout_change,third_party_hold_2021
68,KANDI,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,20.42,78.03,238973,186481,183350,52.031088082901555,31.26206708481047,15.028633760567221,1.6782110717207526,51.16,BJP,5.18,85.19,234139,199460,196528,32.06667752177807,37.325470162012536,16.633762110233658,13.974090205975738,36.78,-19.964410561123486,6.063403077202064,20.769020998091083,-5.258792640234468,-2.022822661974366,7.159999999999997,0.0
69,BHARATPUR,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,22.79,77.6,243603,189047,186603,51.567230966276,28.47917771954363,16.139076006280714,3.8145153078996588,50.9,TMC,14.34,89.17,240461,214424,212804,42.70126501381553,28.249938910922726,25.810135147835567,3.238660927426176,42.38,-8.86596595246047,-0.22923880862090584,23.08805324673237,14.451326102892804,-1.2898034917468215,11.570000000000007,0.0
70,REJINAGAR,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,32.44,81.01,259771,210445,208885,56.72690714986715,24.044809344854823,17.84809823587141,1.3801852694066112,56.31,AJUP,24.6,92.98,257373,239295,237661,17.55357420864172,27.206819797947496,1.7255670892573876,53.514038904153395,51.62,-39.17333294122543,3.162010453092673,32.68209780501233,-9.653245589305776,-0.9231207486594006,11.969999999999999,0.0
71,BELDANGA,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,26.32,80.85,252944,204511,203143,55.55790748389066,29.05834806023343,13.26602442614316,2.11772002973275,55.19,BJP,5.78,93.39,244767,228591,226812,26.30548648219671,32.128811526726984,18.879512547836974,22.686189443239336,31.88,-29.25242100169395,3.0704634664935533,26.499559423657228,-5.823325044530275,-3.2327313555569615,12.540000000000006,0.0
72,BAHARAMPUR,Murshidabad,Murshidabad-Nadia,GEN,0,BJP,13.59,75.81,260667,197607,195082,32.03165848207421,45.796126756953484,20.589803262217938,1.58241149875437,45.21,BJP,7.82,92.89,241429,224268,222909,22.244951975918426,40.86331193446653,32.991041187210925,3.90069490240412,40.62,-9.786706506155781,-4.932814822486954,-13.764468274879277,-18.618359958548105,-7.380297467650299,17.08,0.0
73,HARIHARPARA,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,6.51,87.33,247421,216075,214958,47.75816671163669,8.549577126694517,41.2145628448348,2.477693316833986,47.51,TMC,5.38,95.78,245668,235296,233996,34.333065522487566,13.69980683430486,18.432366365237012,33.53476127797057,34.14,-13.425101189149125,5.150229707610343,39.208589584942175,20.633258688182707,-0.7085089786234788,8.450000000000003,0.0
74,NOWDA,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,36.65,81.7,247688,202349,201041,58.53731328435493,21.65279719062281,15.71221790580031,4.097671619221949,58.16,AJUP,12.61,93.8,236256,221600,220482,23.52436933627235,26.54184922125162,8.077303362632778,41.85647807984325,39.02,-35.01294394808258,4.889052030628811,36.88451609373212,-3.01747988497927,-4.615483995994962,12.099999999999994,0.0
75,DOMKAL,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,20.88,84.94,266283,226183,223764,57.056094814179225,5.518313937898858,35.949482490481046,1.476108757440875,56.45,CPI(M),6.32,96.3,267693,257790,256583,35.69449262032169,5.136739378680583,53.91432791728213,5.2544400837156005,41.85,-21.361602193857536,-0.3815745592182749,51.537780876280365,30.557753241641105,0.5295118351528183,11.36,0.0
76,JALANGI,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,35.68,85.04,261258,222167,219616,56.38933411044733,19.931607897420953,20.291782019524987,3.387275972606732,55.74,TMC,8.49,96.29,263066,253306,251961,35.1975107258663,20.51627037517711,41.11668075614877,3.1695381428078155,35.01,-21.191823384581028,0.584662477756158,36.457726213026376,14.68124035068919,0.6920362247280432,11.25,0.0
77,KARIMPUR,Nadia,Murshidabad-Nadia,GEN,0,TMC,10.64,88.24,251039,221506,220178,50.37333430224636,39.66608834670131,7.805048642462008,2.1555287085903223,50.07,BJP,4.23,94.92,253802,240916,239776,39.64074803149607,43.88846256506072,12.590084078473241,3.880705324969972,43.68,-10.732586270750296,4.222374218359413,10.707245955545055,-4.247714533564654,1.1006257991786228,6.680000000000007,0.0
78,TEHATTA,Nadia,Murshidabad-Nadia,GEN,0,TMC,3.17,86.4,252454,218109,216373,45.22190846362531,42.02603836892773,10.740249476598281,2.0118036908486734,44.86,BJP,12.1,92.04,253796,233588,232666,36.05382823446485,48.196986237782916,12.0395760446305,3.7096094831217283,48.01,-9.16808022916046,6.170947868855187,3.1958700946975824,-12.143158003318064,0.5315819911746233,5.640000000000001,0.0
79,PALASHIPARA,Nadia,Murshidabad-Nadia,GEN,0,TMC,25.24,83.06,244867,203385,201731,54.66388408325939,29.216134357138962,13.001472257610382,3.1185093019912657,54.22,TMC,5.34,92.25,232690,214650,212602,41.97561641000555,36.588084778130025,1.4209649956256292,20.015333816238794,41.58,-12.68826767325384,7.3719504209910625,25.447749726120428,5.387531631875525,-4.972903657904082,9.189999999999998,0.0
80,KALIGANJ,Nadia,Murshidabad-Nadia,GEN,0,TMC,22.44,84.31,248358,209379,207328,53.87405463806143,31.210931470906004,12.094844883469671,2.8201690075628956,53.35,TMC,4.64,93.76,233595,219023,216918,41.16394213481592,36.47461252639246,12.480753095639827,9.88069224315179,40.77,-12.710112503245512,5.263681055486458,22.663123167155426,4.689329608423456,-5.944241780011117,9.450000000000003,0.0
81,NAKASHIPARA,Nadia,Murshidabad-Nadia,GEN,0,TMC,10.15,84.61,247691,209570,208424,50.2878747169232,40.08223621080106,2.5740797604882357,7.0558093117875105,50.01,BJP,8.41,93.86,219401,205920,204047,40.810695575039084,49.30236661161399,8.200561635309512,1.686376178037413,48.85,-9.477179141884115,9.220130400812934,10.205638506122142,-8.491671036574907,-11.421488871214535,9.25,0.0
82,CHAPRA,Nadia,Murshidabad-Nadia,GEN,0,TMC,5.68,85.95,248014,213175,211152,34.98238235962719,27.54792755929378,5.551451087368341,31.91823899371069,34.65,TMC,14.6,90.51,232860,210762,209212,46.405081926466934,31.692732730436113,0.9631378697206662,20.939047473376288,46.06,11.422699566839746,4.144805171142334,7.434454800333409,14.712349196030821,-6.110138943769305,4.560000000000002,0.0
83,KRISHNANAGAR UTTAR,Nadia,Murshidabad-Nadia,GEN,0,BJP,17.39,84.71,238220,201805,199954,37.142542784840515,54.69107894815808,5.70481210678456,2.46156616021685,54.19,BJP,38.78,92.99,217296,202057,200865,27.306897667587684,66.31867174470416,4.904786797102531,1.4696437906056306,65.93,-9.835645117252831,11.627592796546082,-17.548536163317564,-39.01177407711648,-8.783477457812106,8.280000000000001,0.0
84,NABADWIP,Nadia,Murshidabad-Nadia,GEN,0,TMC,8.82,86.61,243159,210589,208245,49.06240245864247,40.144541285505056,8.902974861341209,1.8900813945112729,48.52,BJP,9.83,94.66,230481,218181,217165,40.147813874243084,50.02233324891212,7.863145534501416,1.9667073423433794,49.79,-8.914588584399382,9.877791963407063,8.91786117313741,-9.874519374669035,-5.213872404476083,8.049999999999997,0.0
85,KRISHNANAGAR DAKSHIN,Nadia,Murshidabad-Nadia,GEN,0,TMC,4.76,86.93,225118,195685,193520,47.404919388176936,42.59663083918975,8.064282761471683,1.9341670111616371,46.88,BJP,14.11,93.54,210686,197084,195965,38.303268440793,52.48998545658664,1.6426402673946878,7.5641058352256785,52.19,-9.101650947383938,9.893354617396888,4.808288548987186,-14.18671701579364,-6.410860082267966,6.609999999999999,0.0
86,SANTIPUR,Nadia,Murshidabad-Nadia,GEN,0,BJP,7.23,85.95,255619,219692,217307,43.18498713801212,50.49170068152429,4.531837446561776,1.7914747339018071,49.94,BJP,21.11,94.32,227916,214973,214043,33.90206640721724,55.10154501665553,6.025891993664825,4.970496582462403,54.86,-9.282920730794878,4.6098443351312355,-7.306713543512174,-21.199478609438287,-10.837613792401967,8.36999999999999,0.0
87,RANAGHAT UTTAR PASCHIM,Nadia,Murshidabad-Nadia,GEN,0,BJP,10.36,83.96,265846,223193,220935,40.966347568289315,51.43458483264308,4.6823726435376924,2.916694955529907,50.91,BJP,26.5,93.06,233327,217135,215293,33.20823250175342,59.93971006953315,5.522706265415039,1.3293511632983888,59.43,-7.758115066535893,8.505125236890066,-10.468237264353768,-26.731477567779727,-12.232269810341323,9.100000000000009,0.0
88,KRISHNAGANJ,Nadia,Murshidabad-Nadia,SC,1,BJP,9.17,84.73,273728,231938,229839,41.93848737594577,51.19583708596017,4.748106283093818,2.117569255000239,50.73,BJP,26.2,91.35,254486,232467,231544,34.09244031372007,60.3937048681892,3.4196524202743324,2.0942023978163977,60.15,-7.846047062225701,9.197867782229025,-9.257349710014402,-26.301264554469128,-7.029606032265612,6.61999999999999,0.0
89,RANAGHAT UTTAR PURBA,Nadia,Murshidabad-Nadia,SC,1,BJP,14.8,81.05,264929,214736,212377,40.02504979352755,54.98994712233434,0.0,4.985003084138113,54.39,BJP,24.48,90.51,233552,211396,209617,35.53719402529375,60.22173774073668,2.707318585801724,1.533749648167849,59.71,-4.4878557682338,5.231790618402336,-14.964897328806792,-24.684543715442928,-11.843550536181391,9.460000000000008,0.0
90,RANAGHAT DAKSHIN,Nadia,Murshidabad-Nadia,SC,1,BJP,6.83,84.75,285180,241687,240110,42.79080421473491,49.668901753363045,6.298779725958935,1.2415143059431093,49.34,BJP,27.7,91.54,254197,232685,231462,32.638618866163775,60.48941078881199,5.52185671946151,1.3501136255627273,60.17,-10.152185348571138,10.820509035448943,-6.878097538628133,-27.850791922648213,-10.86436636510274,6.790000000000006,0.0
91,CHAKDAHA,Nadia,Murshidabad-Nadia,GEN,0,BJP,5.51,86.38,245514,212064,210577,41.64177474273069,47.18843938321849,8.458663576743898,2.7111222973069236,46.86,BJP,17.53,93.79,224671,210720,209610,37.444778397977196,55.07036878011545,6.006392824769811,1.4784599971375412,54.78,-4.196996344753494,7.881929396896965,-5.546664640487798,-17.625590382138256,-8.489536238259321,7.410000000000011,0.0
92,KALYANI,Nadia,Murshidabad-Nadia,SC,1,BJP,1.0,85.51,257683,220338,217761,43.5431505182287,44.55618774711725,10.178590289353926,1.7220714453001227,44.04,BJP,16.14,93.32,230939,215506,213567,37.30773012684544,53.59863649346575,7.721230339893336,1.372403039795474,53.12,-6.235420391383258,9.042448746348498,-1.0130372288885496,-16.290906366620305,-10.37864352712441,7.809999999999988,0.0
93,HARINGHATA,Nadia,Murshidabad-Nadia,SC,1,BJP,7.21,87.64,240606,210874,209447,39.37320658686923,46.63041246711579,11.840704330928588,2.155676615086394,46.31,BJP,10.37,94.31,225582,212756,211181,40.649963775150226,51.093611641198784,6.453705589044469,1.8027189946065223,50.72,1.276757188280996,4.463199174082995,-7.257205880246559,-10.443647866048558,-6.244233310890001,6.670000000000002,0.0
94,BAGDA,North 24 Parganas,North 24 Parganas,SC,1,BJP,4.48,78.85,277464,218791,217771,45.14788470457499,49.64435117623559,3.788383209885614,1.41938090930381,49.41,BJP,15.94,89.89,241642,217223,216505,40.04110759566753,56.02965289485231,2.562065541211519,1.3671739682686312,55.84,-5.106777108907458,6.385301718616724,-4.496466471660597,-15.988545299184779,-12.910503704985155,11.040000000000006,0.0
95,BANGAON UTTAR,North 24 Parganas,North 24 Parganas,SC,1,BJP,5.11,81.62,251387,205175,203342,42.91931819299505,48.077131138672776,6.910033342841125,2.0935173254910446,47.65,BJP,19.24,93.11,226988,211344,209844,37.47879377061055,56.85985779912697,4.517641676674101,1.14370675358838,56.46,-5.440524422384499,8.782726660454195,-5.157812945677726,-19.38106402851642,-9.705752485212038,11.489999999999995,0.0
96,BANGAON DAKSHIN,North 24 Parganas,North 24 Parganas,SC,1,BJP,0.96,83.71,248278,207834,206292,46.45066216818878,47.422100711612664,4.880945455955636,1.2462916642429178,47.07,BJP,17.82,92.72,228861,212191,211259,38.618473059135944,56.51782882622752,3.3215152963897396,1.5421828182467965,56.27,-7.832189109052834,9.095728114614857,-0.9714385434238864,-17.899355767091578,-7.820668766463401,9.010000000000005,0.0
97,GAIGHATA,North 24 Parganas,North 24 Parganas,SC,1,BJP,4.49,84.6,252053,213243,211834,43.066740938659514,47.58820585930493,7.004541291766194,2.340511910269362,47.27,BJP,22.79,93.59,223535,209201,208207,35.36816725662442,58.26989486424568,4.850941610992906,1.5109962681369982,57.99,-7.6985736820350965,10.68168900494075,-4.521464920645414,-22.90172760762126,-11.314287074543849,8.990000000000009,0.0
98,SWARUPNAGAR,North 24 Parganas,North 24 Parganas,SC,1,TMC,16.43,86.06,246109,211804,210548,47.39251857058723,30.86422098523852,20.55683264623744,1.1864277979368125,47.11,TMC,7.34,95.01,229583,218120,216890,43.71478629720134,36.32993683433999,18.80815159758403,1.147125270874637,43.47,-3.6777322733858853,5.465715849101468,16.528297585348707,7.384849462861354,-6.7149108728246425,8.950000000000003,0.0
99,BADURIA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,26.51,87.34,243747,212883,210930,52.00824918219315,25.24866069312094,21.443606883800314,1.2994832408856019,51.53,TMC,17.62,96.1,236598,227365,225978,45.72746019524025,27.999628282399172,1.6156440007434352,24.657267521617147,45.45,-6.280788986952899,2.7509675892782326,26.759588489072208,17.727831912841076,-2.932959174882155,8.759999999999991,0.0
100,HABRA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,1.88,84.22,242425,204171,202881,44.623695663960646,42.73046761402004,10.840837732463859,1.8049989895554537,44.34,BJP,15.83,94.79,209653,198737,197749,37.00802532503325,52.918093138271246,8.284239111196516,1.789642425498991,52.66,-7.615670338927394,10.187625524251203,1.8932280499406033,-15.910067813237994,-13.518407754975769,10.570000000000007,0.0
101,ASHOKNAGAR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,10.86,84.27,257180,216724,215113,43.505971280210865,32.56660452878255,0.0,23.927424191006587,43.18,BJP,4.28,95.57,229948,219757,218596,39.98197588244982,44.285805778696776,0.6482277809292027,15.083990557924206,44.05,-3.5239953977610483,11.719201249914228,10.939366751428317,-4.30382989624696,-10.588692744381367,11.299999999999997,0.0
102,AMDANGA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,12.03,87.33,242462,211742,209418,42.46769618657422,30.300642733671413,0.0,27.231661079754367,42.0,TMC,1.4,96.39,221501,213502,211933,38.53576366115706,37.122581193112914,0.5463990978280872,23.79525604790193,38.25,-3.93193252541716,6.821938459441501,12.16705345290281,1.4131824680441483,-8.645066030965676,9.060000000000002,0.0
103,BIJPUR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,9.6,72.33,192316,139096,137869,48.32485910538264,38.64393010756588,10.509976862093726,2.5212339249577496,47.9,BJP,9.21,91.4,158512,144886,144155,40.55079601817488,49.80680517498526,7.544656793035275,2.0977420138045852,49.56,-7.7740630872077645,11.162875067419378,9.680928997816764,-9.256009156810379,-17.577320659747496,19.070000000000007,0.0
104,NAIHATI,North 24 Parganas,North 24 Parganas,GEN,0,TMC,12.05,80.68,193930,156468,154767,50.23874598590139,38.05591631290908,10.22504797534358,1.480289725845949,49.69,BJP,6.62,92.1,171184,157664,156477,42.852304172498194,49.51782051036255,0.9618026930475405,6.668072624091719,49.15,-7.386441813403195,11.461904197453464,12.182829672992305,-6.665516337864354,-11.728974372196156,11.419999999999987,0.0
105,BHATPARA,North 24 Parganas,North 24 Parganas,GEN,0,BJP,12.77,69.59,154037,107197,106037,41.07717117609891,53.984929788658675,2.0455124154776163,2.892386619764799,53.4,BJP,21.45,90.49,117493,106314,105375,36.89300118623962,58.53665480427046,3.2341637010676156,1.3361803084223014,58.02,-4.184169989859285,4.551725015611787,-12.907758612559768,-21.64365361803084,-23.724170166907953,20.89999999999999,0.0
106,JAGATDAL,North 24 Parganas,North 24 Parganas,GEN,0,TMC,10.13,77.52,233871,181287,178719,48.696557165158715,38.421208713119476,9.371135693462922,3.511098428258887,48.01,BJP,11.41,93.37,196204,183193,182221,40.3038069157781,51.778335098589075,5.65357450568266,2.2642834799501705,51.5,-8.392750249380619,13.357126385469599,10.275348452039239,-11.474528182810978,-16.105887433670695,15.850000000000009,0.0
107,NOAPARA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,13.87,73.48,262153,192634,189748,49.64637308430128,35.5698083774269,12.38590130067247,2.3979172375993425,48.9,BJP,9.05,91.11,214216,195177,193805,39.60630530688063,48.71649338252367,10.122545857950001,1.5546554526457006,48.37,-10.040067777420653,13.14668500509677,14.076564706874379,-9.110188075643045,-18.28588648613596,17.629999999999995,0.0
108,BARRACKPUR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,6.22,68.84,215356,148249,146319,47.080010114885965,40.77734265543094,11.034110402613468,1.1085368270696219,46.47,BJP,10.21,90.48,171212,154918,153721,40.75175154988583,51.04442463944419,7.415382413593458,0.7884413970765217,50.65,-6.328258565000134,10.267081984013245,6.302667459455023,-10.292673089558356,-20.498151897323503,21.64,0.0
109,KHARDAHA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,15.36,78.73,232619,183147,180732,49.690702255273,34.12068698404267,14.892769404422017,1.295841356262311,49.04,BJP,12.46,93.53,210105,196505,195189,37.53592671718181,50.08069102254738,10.951949136477978,1.4314331237928366,49.75,-12.154775538091194,15.960004038504707,15.570015271230332,-12.544764305365568,-9.678487139915482,14.799999999999997,0.0
110,DUM DUM UTTAR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,13.37,78.07,273015,213149,211038,45.23592907438471,31.73172603986012,21.66813559643287,1.3642092893223021,44.79,BJP,11.82,92.87,240505,223349,221874,34.65029701542317,46.55074501744233,18.04402498715487,0.754932979979628,46.24,-10.585632058961536,14.81901897758221,13.504203034524586,-11.90044800201916,-11.907770635313074,14.800000000000011,0.0
111,PANIHATI,North 24 Parganas,North 24 Parganas,GEN,0,TMC,14.44,75.56,230748,174356,172022,50.281359361011965,35.64544069944542,12.305984118310448,1.767215821232168,49.61,BJP,16.48,92.16,189867,174984,173939,34.00100035069766,50.57922605051196,14.49186208958313,0.9279115092072509,50.28,-16.280359010314307,14.93378535106654,14.635918661566542,-16.578225699814304,-17.71672993915441,16.599999999999994,0.0
112,KAMARHATI,North 24 Parganas,North 24 Parganas,GEN,0,TMC,24.54,73.22,197103,144310,142757,51.727761160573564,26.924774266761,19.83090146192481,1.5165631107406292,51.17,TMC,3.81,91.06,162833,148272,147127,44.05513603893235,40.21763510436561,14.645850183854765,1.081378672847268,43.71,-7.672625121641211,13.292860837604614,24.802986893812566,3.837500934566741,-17.386848500530185,17.840000000000003,0.0
113,BARANAGAR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,21.93,73.59,217774,160259,157881,54.22755113028167,31.96584769541617,12.753276201696215,1.0533249726059501,53.42,BJP,10.01,90.73,186656,169347,168150,38.52155813261969,48.60541183467142,11.822777282188522,1.0502527505203687,48.26,-15.70599299766198,16.639564139255253,22.2617034348655,-10.083853702051734,-14.289125423604288,17.14,0.0
114,DUM DUM,North 24 Parganas,North 24 Parganas,GEN,0,TMC,14.42,74.77,247858,185334,183295,48.00949289396874,33.42589814233885,16.723314874928395,1.8412940887640143,47.48,BJP,12.76,90.99,217724,198098,196639,37.58562645253485,50.43811248023027,11.214458983212893,0.7618020840219896,50.07,-10.423866441433894,17.012214337891415,14.583594751629889,-12.85248602769542,-12.157767754117277,16.22,0.0
115,RAJARHAT NEW TOWN,North 24 Parganas,North 24 Parganas,GEN,0,TMC,24.02,81.26,289075,234906,232874,54.696531171363056,30.463684224086844,13.545093054613224,1.2946915499368756,54.22,BJP,0.13,94.34,267716,252560,250768,42.36904230204811,42.49505519045492,13.61058827282588,1.5253142346710904,42.19,-12.327488869314948,12.031370966368076,24.23284694727621,-0.12601288840681235,-7.388739946380696,13.079999999999998,0.0
116,BIDHANNAGAR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,4.94,66.58,243360,162035,159822,47.49784134850021,42.49414974158751,8.022049530102239,1.9859593798100386,46.85,BJP,21.03,87.02,203960,177484,176102,34.43969971948076,55.63764182121725,8.775595961431444,1.1470624978705524,55.2,-13.058141629019453,13.143492079629738,5.003691606912696,-21.197942101736494,-16.19000657462196,20.439999999999998,0.0
117,RAJARHAT GOPALPUR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,14.15,69.42,257447,178723,176465,49.66990621369677,35.335052276655425,13.890006516873035,1.1050349927747711,49.04,BJP,14.18,89.38,218980,195730,194162,37.865287749405134,52.16108198308629,9.337048444082777,0.636581823425799,51.74,-11.804618464291636,16.826029706430866,14.334853937041345,-14.295794233681157,-14.941716159054097,19.959999999999994,0.0
118,MADHYAMGRAM,North 24 Parganas,North 24 Parganas,GEN,0,TMC,20.89,84.59,272397,230431,227279,49.604670911082856,28.429815337096695,0.0,21.96551375182045,48.93,TMC,1.03,95.19,244690,232916,231442,41.47691430250344,40.440369509423526,1.6401517442815046,16.442564443791532,41.21,-8.127756608579418,12.010554172326831,21.17485557398616,1.036544793079912,-10.171551081693265,10.599999999999994,0.0
119,BARASAT,North 24 Parganas,North 24 Parganas,GEN,0,TMC,10.54,80.73,279592,225707,223019,46.82605517915514,36.16194135925639,15.322012922665781,1.6899905389226926,46.27,BJP,14.61,93.64,252684,236603,235060,37.27261124819195,51.97438951756998,8.91346890155705,1.8395303326810175,51.64,-9.55344393096319,15.812448158313593,10.664113819898752,-14.701778269378032,-9.624023577212515,12.909999999999997,0.0
120,DEGANGA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,15.18,88.35,242652,214380,212280,47.157056717542865,18.110985490861125,1.3859054079517619,33.34605238364424,46.7,TMC,7.63,97.19,240229,233473,231155,43.74294304687331,18.05109125911185,0.3590664272890485,37.84689926672579,43.31,-3.4141136706695576,-0.05989423174927566,29.04607122668174,25.691851787761458,-0.9985493628735798,8.840000000000003,0.0
121,HAROA,North 24 Parganas,North 24 Parganas,GEN,0,TMC,35.61,87.73,259206,227395,224465,58.092798431826786,17.154567527231418,0.0,24.752634040941796,57.34,TMC,20.78,97.53,243479,237469,234632,50.11720481434757,17.53554502369668,0.5272085649016331,31.82004159705411,49.52,-7.975593617479213,0.38097749646526324,40.93823090459537,32.58165979065089,-6.067374983603779,9.799999999999997,0.0
122,MINAKHAN,North 24 Parganas,North 24 Parganas,SC,1,TMC,26.29,89.78,236528,212352,208412,52.69274322016007,25.90445847647928,21.40279830336065,0.0,51.72,TMC,14.96,97.21,222038,215848,213232,43.18254295790501,28.038474525399565,0.5491671043745779,28.229815412320853,42.66,-9.510200262255061,2.1340160489202837,26.788284743680787,15.144068432505442,-6.126124602584049,7.429999999999993,0.0
123,SANDESHKHALI,North 24 Parganas,North 24 Parganas,ST,1,TMC,19.28,86.24,238633,205787,203331,55.303913323595516,35.786476238251915,0.0,8.90961043815257,54.64,BJP,8.1,96.8,223320,216180,213988,41.908424771482515,50.0911266052302,6.581210161317457,1.4192384619698302,49.58,-13.395488552113001,14.304650366978287,19.5174370853436,-8.182701833747686,-6.416966639148813,10.560000000000002,0.0
124,BASIRHAT DAKSHIN,North 24 Parganas,North 24 Parganas,GEN,0,TMC,10.38,85.43,275934,235737,234048,49.508220535958436,39.05395474432595,9.865070412906753,1.5727543068088596,49.15,TMC,3.81,96.09,260723,250535,249208,45.329604186061445,41.49987159320728,10.920596449552182,2.2499277711790953,45.09,-4.178616349896991,2.445916848881332,10.454265791632487,3.829732592854164,-5.512550102560754,10.659999999999997,0.0
125,BASIRHAT UTTAR,North 24 Parganas,North 24 Parganas,GEN,0,TMC,37.48,88.95,268034,238426,236474,58.02582947808216,20.088889264781752,0.0,21.885281257136093,57.55,TMC,24.01,97.12,245638,238563,236879,48.76033755630512,23.307680292469996,0.8831513135398241,27.048830837685063,48.42,-9.265491921777041,3.218791027688244,37.9369402133004,25.45265726383512,-8.355656371952813,8.170000000000002,0.0
126,HINGALGANJ,North 24 Parganas,North 24 Parganas,SC,1,TMC,12.8,85.2,228508,194681,192945,54.267278239912926,41.353753660369534,3.113840731814766,1.2651273679027701,53.78,BJP,2.62,96.15,215357,207071,205411,46.14455895740734,48.783658129311476,4.0216930933591675,1.0500898199220101,48.39,-8.122719282505585,7.429904468941942,12.913524579543392,-2.6390991719041352,-5.755159556777,10.950000000000003,0.0
127,GOSABA,South 24 Parganas,South 24 Parganas,SC,1,TMC,12.11,85.01,230348,195808,194791,54.27509484524439,42.10358794810848,2.500628879157661,1.120688327489463,53.99,BJP,7.62,95.44,221427,211328,209107,44.184078007909825,51.88348548829068,2.526457746512551,1.4059787572869393,51.34,-10.091016837334564,9.779897540182198,12.171506897135906,-7.699407480380856,-3.872835883098613,10.429999999999993,0.0
128,BASANTI,South 24 Parganas,South 24 Parganas,SC,1,TMC,23.67,82.06,260681,213910,212003,52.57142587604893,28.684028056206753,17.30541548940345,1.4391305783408725,52.1,TMC,24.23,96.46,240362,231860,230458,55.32244487064888,30.94446710463512,1.4254224197033734,12.307665605012627,54.99,2.751018994599953,2.260439048428367,23.887397819842175,24.37797776601376,-7.794584185268583,14.399999999999991,0.0
129,KULTALI,South 24 Parganas,South 24 Parganas,SC,1,TMC,20.75,85.61,265561,227351,226303,51.805764837408255,30.958935586359882,8.842127590001017,8.39317198623085,51.57,TMC,23.38,96.86,261761,253551,252081,58.090455052145934,34.57579111476073,5.431587465933569,1.9021663671597622,57.75,6.2846902147376795,3.6168555284008512,20.846829251048373,23.5146639373852,-1.4309330059760317,11.25,0.0
130,PATHARPRATIMA,South 24 Parganas,South 24 Parganas,GEN,0,TMC,9.55,87.91,263675,231786,230572,52.12298110785351,42.5233766459067,4.415974185937581,0.937668060302205,51.85,TMC,1.98,95.42,257862,246059,245015,47.81911311552354,45.83025529049242,5.414362385976369,0.936269208007673,47.62,-4.30386799232997,3.3068786445857157,9.59960446194681,1.9888578250311255,-2.2046079453873157,7.510000000000005,0.0
131,KAKDWIP,South 24 Parganas,South 24 Parganas,GEN,0,TMC,11.52,88.61,247826,219597,218574,52.38180204415896,40.80585980034222,5.597189052677812,1.2151491028210126,52.14,BJP,2.06,95.62,241891,231303,230138,45.456639060042235,47.524963282899826,5.816075572048075,1.2023220850098637,47.29,-6.925162984116724,6.719103482557607,11.57594224381674,-2.0683242228575907,-2.3948254016931236,7.010000000000005,0.0
132,SAGAR,South 24 Parganas,South 24 Parganas,GEN,0,TMC,12.48,87.02,274715,239067,238042,54.19211735744113,41.65399383302106,3.8211744145991045,0.3327143949387083,53.96,BJP,3.05,94.03,274488,258107,257507,46.569996155444315,49.63049548167623,3.2857359217419333,0.5137724411375225,49.52,-7.622121201996812,7.976501648655166,12.538123524420065,-3.0604993262319127,-0.08263109040278493,7.010000000000005,0.0
133,KULPI,South 24 Parganas,South 24 Parganas,GEN,0,TMC,17.51,87.73,220144,193130,191445,50.446342291519755,32.781738880618455,0.0,16.77191882786179,50.01,TMC,5.0,95.85,216699,207706,206328,44.23345353030127,39.20117482842852,0.7255437943468652,15.839827846923345,43.94,-6.212888761218487,6.419435947810065,17.6646034109013,5.032278701872748,-1.5648848026746154,8.11999999999999,0.0
134,RAIDIGHI,South 24 Parganas,South 24 Parganas,GEN,0,TMC,14.9,87.26,273558,238720,237258,48.76842930480743,33.777153984270285,15.565755422367213,1.888661288555075,48.47,TMC,2.31,96.21,267926,257773,256621,46.368379828618856,44.047057723257254,7.890624695562717,1.69393775256117,46.16,-2.4000494761885705,10.269903738986969,14.991275320537142,2.3213221053616024,-2.0587955753441634,8.949999999999989,0.0
