ac_no,ac_name,district,region,reservation,is_reserved,winner_party_2021,margin_pct_polled_2021,turnout_pct_2021,total_electors_2021,votes_polled_2021,valid_votes_2021,tmc_pct_2021,bjp_pct_2021,left_inc_pct_2021,other_pct_2021,winner_pct_2021,winner_party_2026,margin_pct_polled_2026,turnout_pct_2026,total_electors_2026,votes_polled_2026,valid_votes_2026,tmc_pct_2026,bjp_pct_2026,left_inc_pct_2026,other_pct_2026,winner_pct_2026,swing_tmc,swing_bjp,tmc_lead_2021,tmc_lead_2026,roll_change_pct,turnout_change,third_party_hold_2021
1,MEKLIGANJ,Cooch Behar,North Bengal,SC,1,TMC,7.39,87.76,226465,198744,196297,50.60596952576962,43.12495860863895,3.491138427994315,2.7779334375971105,49.98,BJP,13.52,97.37,224781,218859,216733,41.30658459948416,54.956559453336595,1.6951733238593107,2.041682623319937,54.42,-9.299384926285462,11.831600844697647,7.481010917130675,-13.649974853852434,-0.7436027642240495,9.61,0.0
2,MATHABHANGA,Cooch Behar,North Bengal,SC,1,BJP,12.2,86.36,248022,214203,212760,40.945196465501034,53.22852039857116,3.627561571724008,2.198721564203798,52.87,BJP,23.61,97.07,249135,241845,240932,35.79848255939435,59.49396510218651,2.136702472066807,2.5708498663523316,59.27,-5.146713906106683,6.265444703615344,-12.283323933070129,-23.695482542792156,0.4487505140672976,10.709999999999994,0.0
3,COOCHBEHAR UTTAR,Cooch Behar,North Bengal,SC,1,BJP,5.99,86.19,282988,243916,242346,43.68464922053593,49.71528310762299,4.734965710182961,1.8651019616581253,49.4,BJP,27.69,96.21,264197,254175,252356,33.65998827053845,61.550745771846124,2.865792768945458,1.923473188669974,61.11,-10.024660949997482,11.835462664223137,-6.030633887087056,-27.890757501307675,-6.640210892334652,10.019999999999996,0.0
4,COOCHBEHAR DAKSHIN,Cooch Behar,North Bengal,GEN,0,BJP,2.52,83.61,233839,195505,194041,44.644688493668866,47.18590400997727,5.280327353497457,2.8890801428564066,46.83,BJP,11.34,95.79,214440,205413,203643,41.83694013543309,53.27067466104899,2.9993665385012007,1.8930186650167204,52.81,-2.807748358235777,6.084770651071722,-2.541215516308405,-11.433734525615904,-8.295878788397149,12.180000000000007,0.0
5,SITALKUCHI,Cooch Behar,North Bengal,SC,1,BJP,7.24,86.23,285260,245966,243223,44.050110392520445,51.374664402626394,2.7628966010615774,1.8123286037915822,50.8,BJP,9.03,97.88,285874,279822,278168,42.811897845906074,51.89921198700066,2.3370768744068333,2.951813292686434,51.59,-1.2382125466143705,0.5245475843742682,-7.324554010105949,-9.087314141094588,0.21524223515390073,11.649999999999991,0.0
6,SITAI,Cooch Behar,North Bengal,SC,1,TMC,4.24,82.11,290568,238578,237001,49.75000105484787,45.483352390918185,1.6725667824186397,3.094079771815309,49.42,TMC,1.03,97.06,273362,265319,263995,48.55698024583799,47.52627890679748,2.032993049110779,1.8837477982537547,48.31,-1.1930208090098802,2.0429265158792944,4.266648663929686,1.0307013390405118,-5.921505465157894,14.950000000000003,0.0
7,DINHATA,Cooch Behar,North Bengal,GEN,0,BJP,0.02,81.45,299251,243751,242214,47.88245105567804,47.9059839645933,2.5056355123981273,1.7059294673305425,47.6,BJP,6.51,96.35,278074,267925,266111,45.39759724325563,51.95388390558827,1.747391126259343,0.9011277248967536,51.6,-2.4848538124224078,4.047899940994974,-0.023532908915257167,-6.556286662332639,-7.076668081309667,14.899999999999991,0.0
8,NATABARI,Cooch Behar,North Bengal,GEN,0,BJP,10.79,88.63,245040,217173,216027,40.87590902988978,51.72640456979914,5.4803334768339145,1.917352923477158,51.45,BJP,14.87,96.81,240383,232716,231603,39.85181539099234,54.79678587928481,3.938636373449394,1.4127623562734506,54.53,-1.0240936388974404,3.0703813094856685,-10.85049553990936,-14.94497048829247,-1.9005060398302298,8.180000000000007,0.0
9,TUFANGANJ,Cooch Behar,North Bengal,GEN,0,BJP,14.9,89.36,234311,209378,207309,40.18397657602902,55.233009661905655,2.8812063152106275,1.701807446854695,54.69,BJP,11.46,96.94,238111,230829,229408,41.87648207560329,53.409209792160695,2.842533826196122,1.871774306039894,53.08,1.692505499574274,-1.8237998697449598,-15.049033085876637,-11.532727716557403,1.6217761863506208,7.579999999999998,0.0
10,KUMARGRAM,Alipurduar,North Bengal,ST,1,BJP,4.73,85.18,272924,232489,229771,43.94505834069574,48.732868812861504,4.897484887126748,2.4245879593160145,48.16,BJP,21.42,94.83,260288,246827,243903,36.96838497271456,58.64790510981825,2.61251399121782,1.7711959262493697,57.95,-6.976673367981178,9.915036296956742,-4.787810472165766,-21.679520137103687,-4.629860327417157,9.649999999999991,0.0
11,KALCHINI,Alipurduar,North Bengal,ST,1,BJP,14.59,79.14,247425,195815,193438,38.5281071971381,53.30079922248989,2.833982981627188,5.337110598744817,52.65,BJP,18.68,91.13,222332,202607,200812,38.3024918829552,57.147481226221544,2.784196163575882,1.7658307272473757,56.64,-0.22561531418289604,3.846682003731651,-14.772692025351795,-18.84498934326634,-10.141659088612709,11.989999999999995,0.0
12,ALIPURDUARS,Alipurduar,North Bengal,GEN,0,BJP,7.19,85.45,260652,222732,220751,41.370594017694145,48.621750297846894,7.0898886075261265,2.917767076932834,48.19,BJP,30.29,94.77,245304,232466,229846,31.682952933703437,62.32085831382752,4.326810125040244,1.6693786274288,61.62,-9.687641083990709,13.699108015980627,-7.251156280152749,-30.637905380124085,-5.888310851249945,9.319999999999993,0.0
13,FALAKATA,Alipurduar,North Bengal,SC,1,BJP,1.81,86.62,254554,220500,218530,45.30407724339908,47.129913513018806,4.9293003248981835,2.6367089186839334,46.71,BJP,19.49,95.99,245799,235953,234521,37.68148694573194,57.29550871776941,3.4060915653608843,1.616912771137766,56.95,-7.622590297667138,10.165595204750602,-1.8258362696197281,-19.614021772037468,-3.439348821860977,9.36999999999999,0.0
14,MADARIHAT,Alipurduar,North Bengal,ST,1,BJP,17.78,78.49,212651,166920,164298,37.147743733946854,55.215523013061635,4.304373759875348,3.332359493116167,54.35,BJP,23.15,90.8,194663,176753,174873,35.21298313633322,58.60710344078274,3.521412682346617,2.6585007405374186,57.98,-1.9347605976136322,3.3915804277211024,-18.06777927911478,-23.394120304449515,-8.458930360073547,12.310000000000002,0.0
15,DHUPGURI,Jalpaiguri,North Bengal,SC,1,BJP,1.9,87.16,263118,229323,227339,44.133650627477024,46.04929202644509,5.765398809707089,4.051658536370795,45.65,BJP,15.51,96.06,258677,248496,247337,38.91370882641902,54.49973113606133,3.6759562863623314,2.910603751157328,54.25,-5.219941801058006,8.45043910961624,-1.915641398968063,-15.58602230964231,-1.6878358759187861,8.900000000000006,0.0
16,MAYNAGURI,Jalpaiguri,North Bengal,SC,1,BJP,5.05,89.34,264265,236093,232998,44.37591738984884,49.48797843758315,2.4721242242422683,3.6639799483257365,48.84,BJP,22.47,97.01,259205,251447,249317,36.4596076480946,59.12272328000096,1.5049114179939596,2.9127576539104836,58.62,-7.91630974175424,9.63474484241781,-5.112061047734315,-22.663115631906365,-1.914744669176771,7.670000000000002,0.0
17,JALPAIGURI,Jalpaiguri,North Bengal,SC,1,TMC,0.42,86.07,262500,225933,222552,42.986807577554906,42.563985046191455,10.886444516337754,3.562762859915885,42.34,BJP,28.93,94.68,251217,237856,235248,31.53353057199211,60.78138815207781,5.926086512956539,1.7589947629735427,60.11,-11.453277005562796,18.217403105886355,0.42282253136345105,-29.2478575800857,-4.29828571428571,8.610000000000014,0.0
18,RAJGANJ,Jalpaiguri,North Bengal,SC,1,TMC,7.31,88.37,244163,215755,212580,49.2242920312353,41.80449713049205,5.695738075077617,3.2754727631950327,48.5,BJP,9.57,97.06,231186,224379,223057,41.77407568469046,51.40255629726931,3.5107618232111073,3.3126061948291246,51.1,-7.450216346544842,9.598059166777254,7.419794900743248,-9.628480612578848,-5.314892100768754,8.689999999999998,0.0
19,DABGRAM-FULBARI,Jalpaiguri,North Bengal,GEN,0,BJP,10.65,83.44,310354,258969,255590,39.71008255409053,50.50588833678939,7.041746547204507,2.7422825619155677,49.85,BJP,38.79,95.14,264767,251889,250768,27.34998085880176,66.31627639890257,3.99014228290691,2.3436004593887576,66.02,-12.360101695288773,15.810388062113184,-10.795805782698856,-38.966295540100816,-14.688710311450793,11.700000000000003,0.0
20,MAL,Jalpaiguri,North Bengal,ST,1,TMC,2.56,83.44,255570,213255,208556,47.51050077676979,44.89010145956002,5.240319146895798,2.3590786167743913,46.46,BJP,6.9,94.27,238092,224453,221434,43.62609174742813,50.622307324078506,3.936613166903005,1.814987761590361,49.94,-3.8844090293416613,5.732205864518484,2.620399317209767,-6.996215576650378,-6.838830848691158,10.829999999999998,0.0
21,NAGRAKATA,Jalpaiguri,North Bengal,ST,1,BJP,12.28,80.56,237305,191169,185715,38.36362167837816,51.00395767708586,6.699512694181945,3.932907950354037,49.55,BJP,12.68,92.32,220932,203963,201076,38.60231952097714,51.46213372058326,7.09930573514492,2.836241023294675,50.73,0.23869784259898097,0.45817604349740293,-12.640335998707698,-12.85981419960612,-6.899559638439978,11.759999999999991,0.0
22,KALIMPONG,Kalimpong,North Bengal,GEN,0,IND,2.5,73.08,211896,154863,152703,0.0,35.58279798039331,1.1230951585757976,63.29410686103089,37.59,BJP,12.66,83.28,203506,169477,167417,0.0,50.34733629201335,1.6246856651355597,48.02797804285108,49.74,0.0,14.764538311620043,-35.58279798039331,-50.34733629201335,-3.9594895609166736,10.200000000000003,37.59
23,DARJEELING,Darjeeling,North Bengal,GEN,0,BJP,12.62,68.34,246663,168575,166035,0.0,41.50149064956184,1.1521667118378656,57.3463426386003,40.88,BJP,3.48,82.37,210995,173807,171767,0.0,36.13965429913779,1.0065961447775185,62.85374955608469,35.72,0.0,-5.361836350424049,-41.50149064956184,-36.13965429913779,-14.460214949141136,14.030000000000001,0.0
24,KURSEONG,Darjeeling,North Bengal,GEN,0,BJP,8.84,74.23,236477,175545,173128,0.0,42.43969779585047,1.4700106279746776,56.090291576174856,41.86,BJP,9.35,83.37,218103,181833,180065,0.0,41.58387249048955,1.855441090717241,56.56068641879321,41.18,0.0,-0.8558253053609235,-42.43969779585047,-41.58387249048955,-7.769888826397498,9.14,0.0
25,MATIGARA-NAXALBARI,Darjeeling,North Bengal,SC,1,BJP,29.45,83.66,287565,240591,236679,29.126791984079702,59.061006679933584,9.743154229990832,2.069047105995885,58.1,BJP,41.54,92.9,270154,250985,249174,25.139059452430832,66.9833128657083,5.651873791005482,2.225753890855386,66.5,-3.98773253164887,7.9223061857747155,-29.934214695853882,-41.84425341327747,-6.054631126875664,9.240000000000009,0.0
26,SILIGURI,Darjeeling,North Bengal,GEN,0,BJP,19.92,78.22,228406,178650,176576,30.45940558173251,50.61276730699529,16.330078832910473,2.5977482783617254,50.03,BJP,39.87,91.33,201008,183573,182349,26.086241218761824,66.22465711355697,6.275329176469298,1.4137724912119067,65.78,-4.373164362970687,15.611889806561685,-20.153361725262776,-40.138415894795145,-11.995306603154033,13.11,0.0
27,PHANSIDEWA,Darjeeling,North Bengal,ST,1,BJP,13.35,86.32,240496,207590,205015,38.01673048313538,51.53330244128478,6.250762139355657,4.199204936224179,50.89,BJP,21.79,95.33,217918,207732,205539,35.50567045670165,57.52728192703088,2.4073290227158837,4.5597185935515885,56.92,-2.511060026433732,5.993979485746095,-13.516571958149399,-22.021611470329226,-9.388097930942719,9.010000000000005,0.0
28,CHOPRA,Uttar Dinajpur,North Bengal,GEN,0,TMC,31.8,82.38,247764,204110,202579,61.66631289521619,29.626960346334023,6.061339033167307,2.6453877252824824,61.2,TMC,32.73,96.25,219393,211163,209938,57.62939534529242,24.70348388571864,14.947746477531462,2.719374291457478,57.3,-4.036917549923764,-4.923476460615383,32.039352548882164,32.92591145957378,-11.450816099191163,13.870000000000005,0.0
29,ISLAMPUR,Uttar Dinajpur,North Bengal,GEN,0,TMC,22.03,77.36,219728,169974,167998,59.602495267800805,37.31651567280563,2.0601435731377755,1.0208454862557887,58.91,TMC,21.54,91.88,202385,185961,183941,58.778086451633946,36.99773296872367,3.0596767441734034,1.1645038354689818,58.14,-0.8244088161668586,-0.3187827040819613,22.285979594995176,21.78035348291028,-7.8929403626301635,14.519999999999996,0.0
30,GOALPOKHAR,Uttar Dinajpur,North Bengal,GEN,0,TMC,45.51,71.91,224633,161535,159519,66.22972812016124,20.144935712987166,12.15591873068412,1.4694174361674786,65.4,TMC,45.74,91.79,199566,183176,182242,67.00156934186411,21.02424249075405,2.0000877953490415,9.974100372032792,66.66,0.7718412217028714,0.8793067777668853,46.08479240717408,45.977326851110064,-11.159090605565524,19.88000000000001,0.0
31,CHAKULIA,Uttar Dinajpur,North Bengal,GEN,0,TMC,19.51,74.3,233378,173400,172214,50.118457268282484,30.47022890125077,16.66763445480623,2.7436793756605153,49.78,TMC,14.07,92.12,216163,199125,197401,45.73279770619197,31.54289998530909,20.865142527140186,1.859159781358757,45.34,-4.385659562090517,1.072671084058321,19.648228367031713,14.189897720882875,-7.376445080513161,17.820000000000007,0.0
32,KARANDIGHI,Uttar Dinajpur,North Bengal,GEN,0,TMC,17.18,81.17,262583,213136,210687,55.33991181230925,37.95583021259024,4.341036703735874,2.363221271364631,54.7,BJP,9.03,94.95,231680,219973,218326,34.989419491952404,44.09003050484139,18.785211106327235,2.135338896878979,43.76,-20.35049232035685,6.134200292251144,17.38408159971901,-9.100611012888983,-11.768850230212923,13.780000000000001,0.0
33,HEMTABAD,Uttar Dinajpur,North Bengal,SC,1,TMC,12.19,84.16,265318,223301,221141,52.64740595366757,40.34077805562966,4.274648301310024,2.7371676893927406,52.14,BJP,5.16,96.97,246863,239372,238615,43.23617542903841,48.41648680929531,6.120319342874505,2.2270184187917774,48.26,-9.411230524629161,8.075708753665644,12.30662789803791,-5.180311380256896,-6.955803978621877,12.810000000000002,0.0
34,KALIAGANJ,Uttar Dinajpur,North Bengal,SC,1,BJP,9.1,84.84,282575,239726,236719,40.110003844220365,49.32768387835366,7.084348953822887,3.4779633236030905,48.71,BJP,29.6,96.14,268580,258225,255232,32.097856068204614,62.04120173019057,4.124091023069208,1.7368511785356069,61.32,-8.012147776015752,12.713517851836912,-9.217680034133295,-29.94334566198596,-4.952667433424751,11.299999999999997,0.0
35,RAIGANJ,Uttar Dinajpur,North Bengal,GEN,0,BJP,12.86,81.17,198780,161347,158879,37.15217240793308,50.21116698871468,10.824589782161267,1.8120708211909693,49.44,BJP,35.58,94.46,174464,164804,163150,28.758810910205334,64.70180815200736,5.009500459699663,1.5298804780876494,64.05,-8.393361497727746,14.490641163292679,-13.0589945807816,-35.942997241802026,-12.232618975752086,13.289999999999992,0.0
36,ITAHAR,Uttar Dinajpur,North Bengal,GEN,0,TMC,22.67,84.58,229362,193986,192746,59.47983356334243,36.66483351146068,2.5463563446193436,1.3089765805775477,59.1,TMC,13.66,96.45,211669,204159,203460,48.251253317605425,34.54929715914676,15.265899931190406,1.9335495920574068,48.09,-11.228580245737007,-2.1155363523139172,22.815000051881754,13.701956158458664,-7.714006679397634,11.870000000000005,0.0
37,KUSHMANDI,Dakshin Dinajpur,North Bengal,SC,1,TMC,6.84,83.7,219921,184075,182477,49.303747869594524,42.40753629224505,6.889087391835683,1.3996284463247424,48.88,BJP,4.54,96.84,206031,199526,197942,44.64641157510786,49.22502551252387,4.802416869588061,1.3261460427802083,48.83,-4.657336294486662,6.817489220278823,6.896211577349476,-4.578613937416009,-6.315904347470225,13.14,0.0
38,KUMARGANJ,Dakshin Dinajpur,North Bengal,GEN,0,TMC,17.18,83.79,203986,170928,169803,52.86302362149079,35.5682761788661,10.293104362113743,1.2755958375293723,52.52,TMC,3.84,96.26,180629,173869,173080,47.833949618673444,43.97157383868731,6.674948000924428,1.5195285417148139,47.62,-5.029074002817346,8.403297659821213,17.29474744262469,3.862375779986131,-11.450295608522154,12.469999999999999,0.0
39,BALURGHAT,Dakshin Dinajpur,North Bengal,GEN,0,BJP,8.83,84.31,180390,152092,150262,39.060441096218604,48.00215623377834,10.749890191798325,2.1875124782047357,47.42,BJP,30.06,94.61,167310,158296,156852,30.67923902787341,61.01101675464769,6.529084742304848,1.7806594751740494,60.45,-8.381202068345193,13.008860520869355,-8.941715137559733,-30.33177772677428,-7.250956261433561,10.299999999999997,0.0
40,TAPAN,Dakshin Dinajpur,North Bengal,ST,1,BJP,0.89,84.6,220236,186309,184606,44.81490309090712,45.70869852550838,6.547999523309102,2.928398860275397,45.29,BJP,19.81,95.62,195260,186702,185261,37.133017742536204,57.09782415079267,4.078570233346468,1.6905878733246609,56.66,-7.681885348370919,11.389125625284287,-0.8937954346012589,-19.964806408256464,-11.340561942643346,11.02000000000001,0.0
41,GANGARAMPUR,Dakshin Dinajpur,North Bengal,SC,1,BJP,2.42,84.58,224040,189482,188333,44.6719374724557,47.1101718764104,6.989215910116655,1.2286747410172407,46.82,BJP,14.7,96.19,200464,192823,191385,40.09927632782088,54.90660187580009,3.950675340282676,1.0434464560963503,54.5,-4.5726611446348215,7.796429999389694,-2.438234403954695,-14.807325547979211,-10.523120871272983,11.61,0.0
42,HARIRAMPUR,Dakshin Dinajpur,North Bengal,GEN,0,TMC,12.08,82.23,228189,187642,185819,51.73367631942912,39.532555874264744,6.6968393974781915,2.0369284088279453,51.23,TMC,0.97,96.49,211506,204074,203061,45.847306966872026,44.8692757348777,7.247083388735405,2.036333909514875,45.62,-5.886369352557097,5.336719860612952,12.201120445164378,0.9780312319943292,-7.311044791817311,14.259999999999991,0.0
43,HABIBPUR,Malda,North Bengal,ST,1,BJP,9.86,79.34,249557,197989,195827,38.07340152277265,48.03985150158048,7.049589688858022,6.837157286788849,47.52,BJP,34.35,95.43,238515,227613,225494,28.326252583217293,63.00034590720817,4.9735247944512935,3.6998767151232403,62.41,-9.747148939555355,14.960494405627692,-9.96644997880783,-34.674093323990874,-4.424640462900264,16.090000000000003,0.0
44,GAZOLE,Malda,North Bengal,SC,1,BJP,0.81,82.82,267096,221214,219478,45.041872078294865,45.86108858291036,6.355990122016785,2.7410492167779914,45.5,BJP,15.66,95.5,255389,243885,242392,38.51158454074392,54.26788012805703,4.537691012904716,2.6828443182943333,53.94,-6.530287537550947,8.406791545146667,-0.8192165046154969,-15.756295587313112,-4.383068260101242,12.680000000000007,0.0
45,CHANCHAL,Malda,North Bengal,GEN,0,TMC,33.72,80.06,249402,199679,198656,58.375281894329895,24.478495489690722,15.779035115979381,1.3671875,58.08,TMC,27.25,95.8,244678,234409,233628,54.79394593113839,27.453901073501463,12.7801462153509,4.972006780009245,54.61,-3.5813359631915063,2.9754055838107405,33.89678640463917,27.340044857636926,-1.8941307607797886,15.739999999999995,0.0
46,HARISCHANDRAPUR,Malda,North Bengal,GEN,0,TMC,38.14,80.46,252487,203153,202141,60.61462048767939,22.28840264963565,15.178019303357557,1.9189575593274002,60.31,TMC,21.26,95.0,239042,227099,226145,50.01392911627496,28.66877445886489,19.55249950253156,1.7647969223285944,49.8,-10.60069137140443,6.3803718092292385,38.32621783804374,21.34515465741007,-5.32502663503468,14.540000000000006,0.0
47,MALATIPUR,Malda,North Bengal,GEN,0,TMC,49.57,79.98,231907,185484,183450,68.76914690651404,18.64704279095121,10.807849550286182,1.7759607522485692,68.02,TMC,29.57,94.97,212732,202035,200582,51.910440617802195,21.610114566611163,25.18271828977675,1.2967265258098932,51.54,-16.858706288711844,2.9630717756599516,50.12210411556283,30.300326051191032,-8.268400695106227,14.989999999999995,0.0
48,RATUA,Malda,North Bengal,GEN,0,TMC,34.52,77.59,282451,219148,217097,60.19152728964472,25.345352538266305,7.449665356960253,7.013454815128721,59.63,TMC,13.97,94.32,247168,233138,231691,46.11055241679651,32.05648903064858,19.228627784419768,2.6043307681351453,45.82,-14.08097487284821,6.711136492382273,34.84617475137841,14.05406338614793,-12.491724228273227,16.72999999999999,0.0
49,MANIKCHAK,Malda,North Bengal,GEN,0,TMC,16.37,81.7,253353,206991,205624,53.60950083647823,37.13379761117379,5.619480216317162,3.6372213360308137,53.26,BJP,6.18,95.28,236535,225363,224162,42.90646942835985,49.12429403734799,7.003863277451129,0.9653732568410346,48.86,-10.703031408118385,11.990496426174197,16.475703225304443,-6.217824608988138,-6.638168878994922,13.579999999999998,0.0
50,MALDAHA,Malda,North Bengal,SC,1,BJP,7.49,83.95,245962,206489,203671,38.268580210241026,45.857289452106585,13.042112033622853,2.8320183040295377,45.23,BJP,22.7,95.24,231841,220797,218596,33.63648008197771,56.568281212830975,7.003330344562572,2.7919083606287396,56.0,-4.632100128263318,10.71099176072439,-7.588709241865558,-22.931801130853266,-5.741130743773426,11.289999999999992,0.0
51,ENGLISH BAZAR,Malda,North Bengal,GEN,0,BJP,9.32,78.34,275296,215675,212479,41.25395921479299,50.71324695616978,5.154862362868801,2.8779314661684214,49.96,BJP,39.98,93.95,249659,234560,232833,25.903544600636508,66.18305824346206,6.034797472866819,1.8785996830346214,65.7,-15.350414614156485,15.469811287292274,-9.45928774137679,-40.27951364282555,-9.312521794722773,15.61,0.0
52,MOTHABARI,Malda,North Bengal,GEN,0,TMC,34.68,83.1,196324,163143,161004,60.49352811110283,25.355891779086235,10.498496931753248,3.652083178057688,59.7,TMC,6.47,95.63,169594,162178,160850,40.84861672365558,34.3232825613926,17.06621075536214,7.76188995958968,40.51,-19.64491138744725,8.967390782306367,35.1376363320166,6.525334162262979,-13.615248263075319,12.530000000000001,0.0
53,SUJAPUR,Malda,North Bengal,GEN,0,TMC,62.7,82.64,251186,207591,206064,73.97944327975775,7.176896498175324,10.81314543054585,8.03051479152108,73.44,TMC,26.54,96.0,236585,227125,226173,49.87111635783228,8.871969686921073,23.21585688831116,18.041057066935487,49.66,-24.108326921925467,1.6950731887457486,66.80254678158242,40.9991466709112,-5.812823963118962,13.36,0.0
54,BAISNABNAGAR,Malda,North Bengal,GEN,0,TMC,1.18,84.49,246956,208652,206947,40.13636341672022,38.94233789327702,18.09303831415773,2.8282603758450233,39.81,BJP,20.85,96.02,234158,224839,223050,27.711723828737952,48.72988119255772,21.28536202645147,2.273032952252858,48.34,-12.42463958798227,9.7875432992807,1.1940255234432016,-21.018157363819768,-5.182299680914815,11.530000000000001,0.0
55,FARAKKA,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,32.16,81.93,227549,186424,184786,55.37161906205016,22.931390906237485,19.59293452967216,2.1040555020401976,54.89,INC,4.69,96.17,181811,174841,173058,27.30645217210415,31.698621271481237,38.84651388551815,2.1484126708964624,36.06,-28.065166889946006,8.767230365243751,32.440228155812676,-4.392169099377085,-20.100286092226295,14.239999999999995,0.0
56,SAMSERGANJ,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,13.99,80.05,235576,188582,185518,51.97177632359124,5.821537532746149,41.072025356030146,1.134660787632467,51.13,TMC,4.88,96.24,161502,155430,153776,40.26506086775569,22.449536988866925,35.3312610550411,1.9541410883362813,39.84,-11.70671545583555,16.627999456120776,46.150238790845094,17.81552387888877,-31.44378035113934,16.189999999999998,0.0
57,SUTI,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,32.68,81.5,265418,216328,213604,59.62013819965918,26.52103893185521,8.782607067283385,5.076215801202225,58.87,TMC,5.6,96.29,229360,220852,219117,37.1171565875765,31.477703692547816,28.437775252490678,2.9673644673850044,36.83,-22.502981612082678,4.9566647606926075,33.09909926780397,5.639452895028686,-13.585363464422162,14.790000000000006,0.0
58,JANGIPUR,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,46.65,77.73,255064,198263,193706,70.43870608034857,22.696251019586384,4.6808049311843725,2.184237968880675,68.82,BJP,4.96,96.11,221206,212606,211463,38.14331585194573,43.12858514255449,16.662489418952724,2.0656095865470556,42.9,-32.29539022840284,20.432334122968108,47.74245506076218,-4.985269290608763,-13.274315465922282,18.379999999999995,0.0
59,RAGHUNATHGANJ,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,51.61,76.33,249559,190478,187540,67.63037218726672,15.20795563613096,6.824677402154207,10.336994774448117,66.59,TMC,20.82,97.1,200586,194765,192812,46.111756529676576,18.247826898740744,31.8128539717445,3.8275625998381844,45.65,-21.51861565759014,3.0398712626097844,52.422416551135754,27.863929630935832,-19.62381641215103,20.769999999999996,0.0
60,SAGARDIGHI,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,26.87,78.86,236885,186816,185111,51.422659917562974,24.30055480225378,19.633625230267246,4.643160049915997,50.95,TMC,16.5,95.58,217262,207660,205722,44.12799797785361,27.474455819017898,5.030089149434674,23.36745705369382,43.72,-7.294661939709364,3.173901016764116,27.122105115309193,16.653542158835712,-8.283766384532576,16.72,0.0
61,LALGOLA,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,31.88,81.25,234381,190438,189044,57.055500306806884,15.585789551638772,24.942870442859864,2.4158396986944837,56.64,TMC,10.52,96.69,186332,180167,179123,37.93706000904407,19.816550638388147,39.59625508728639,2.6501342652813986,37.72,-19.118440297762817,4.230761086749375,41.46971075516811,18.12050937065592,-20.500381856891124,15.439999999999998,0.0
62,BHAGAWANGOLA,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,46.91,85.68,263765,225990,222594,69.092158818297,7.505593142672309,21.468233645111727,1.9340143939189736,68.05,TMC,25.85,97.09,224767,218216,217131,48.817073563885394,10.64058103172739,36.39738222547678,4.1449631789104275,48.57,-20.2750852544116,3.134987889055081,61.58656567562468,38.17649253215801,-14.785130703467097,11.409999999999997,0.0
63,RANINAGAR,Murshidabad,Murshidabad-Nadia,GEN,0,TMC,35.9,86.69,256101,222016,219242,61.5561799290282,9.641400826483977,25.202743999781063,3.5996752447067624,60.79,INC,1.14,97.0,244547,237202,234962,32.65293962427967,9.673053515036473,54.48115014342745,3.1928567172564075,33.48,-28.90324030474853,0.031652688552496144,51.914779102544216,22.979886109243196,-4.51150132174416,10.310000000000002,0.0
64,MURSHIDABAD,Murshidabad,Murshidabad-Nadia,GEN,0,BJP,1.09,85.46,268221,229231,226327,41.30130298196857,42.40192288149448,12.740415416631688,3.55635871990527,41.86,BJP,13.27,95.52,248676,237534,236092,35.12274875895837,48.47390000508276,10.672957999423954,5.73039323653491,48.18,-6.178554223010195,6.071977123588283,-1.1006198995259098,-13.351151246124388,-7.28690147303902,10.060000000000002,0.0
65,NABAGRAM,Murshidabad,Murshidabad-Nadia,SC,1,TMC,17.04,82.95,251378,208516,205887,48.79132728146993,31.532831116097665,19.00508531378863,0.6707562886437706,48.18,BJP,2.67,90.98,243554,221580,219697,33.145650600599915,35.83981574623231,28.767347756227895,2.247185896939876,35.54,-15.645676680870018,4.306984630134647,17.258496165372268,-2.6941651456323967,-3.112444207528109,8.030000000000001,0.0
66,KHARGRAM,Murshidabad,Murshidabad-Nadia,SC,1,TMC,17.52,81.22,228923,185936,184251,50.61302245306674,32.93442098007609,14.883501310712019,1.5690552561451498,50.15,BJP,4.56,88.49,231076,204477,202598,33.768842732899635,38.37550222608318,26.136980621723808,1.718674419293379,38.02,-16.844179720167105,5.441081246007087,17.67860147299065,-4.6066594931835425,0.9404909074230305,7.269999999999996,0.0
67,BURWAN,Murshidabad,Murshidabad-Nadia,SC,1,TMC,1.55,81.29,217500,176803,174795,46.849166166080266,45.276466718155554,7.013930604422323,0.8604365113418576,46.32,BJP,11.8,87.91,214906,188917,186417,37.20744352714613,49.16987184645177,11.311736590547,2.310948035855099,48.52,-9.641722638934134,3.893405128296216,1.5726994479247125,-11.962428319305637,-1.1926436781609207,6.61999999999999,0.0
